Filename,0,1,2,3,4,5,6,7,8,9
lbp_P100_L_CM_CC.jpg,0.6207746204213106,0.1758519585755647,0.11348588366469517,0.05712148812282336,0.022832076865544945,0.00730938473609588,0.0021290361064334514,0.0004267249092636013,6.882659826832279e-05,0.0
lbp_P100_L_CM_MLO.jpg,0.6200999777315345,0.17681161646023544,0.11259780847583871,0.0571147747429528,0.023558500794753856,0.007429220834069217,0.0020003225088114016,0.00034170576446106474,4.223329673114283e-05,3.839390611922076e-06
lbp_P100_R_CM_CC.jpg,0.6201571293035104,0.1778199446343397,0.1127328022042291,0.05677579506907711,0.02289032140675565,0.007307357394434841,0.0018942593868188139,0.0003574074314752479,5.523569395526559e-05,9.747475403870398e-06
lbp_P100_R_CM_MLO.jpg,0.6197633804177523,0.1778058197911541,0.11314147363463739,0.056181301679401295,0.023133654743108658,0.00750492831676473,0.0019411379355107486,0.0004709448179466202,5.1320909648029126e-05,6.037754076238721e-06
lbp_P101_L_CM_CC.jpg,0.619590140909477,0.17698935829680487,0.11289416437479177,0.057069318055619066,0.023112551199723014,0.00787185534077621,0.0020577879106593415,0.00032663300169195897,8.165825042298974e-05,6.532660033839179e-06
lbp_P101_L_CM_MLO.jpg,0.6207223368396184,0.17609810638631038,0.11308112622351399,0.05694027411108944,0.023067857466628938,0.007593135409999094,0.001988939955441152,0.00044229189616854344,5.4943092691744524e-05,1.0988618538348906e-05
lbp_P101_R_CM_CC.jpg,0.6207706424077805,0.1770507719331721,0.113194417163798,0.0564400720583201,0.02238353658194389,0.007666017543170454,0.0019501764979880914,0.0004826336081351823,5.892619634208621e-05,2.806009349623153e-06
lbp_P101_R_CM_MLO.jpg,0.6195145663189345,0.17691835888091173,0.11394482944669111,0.057214189913139084,0.02275231786056952,0.007194720647855708,0.0019621965403242843,0.00041229032364790405,7.126005593914391e-05,1.527001198695941e-05
lbp_P102_L_CM_CC.jpg,0.6229466718567536,0.17489295445698716,0.11245620864149475,0.05680225768781627,0.02285908913974309,0.007454262358894512,0.002053328143246399,0.0004671078240560529,6.811989100817439e-05,0.0
lbp_P102_L_CM_MLO.jpg,0.6189634208371886,0.17748959690741126,0.1129250250691521,0.05720126532609275,0.023456006665730104,0.007755693240775278,0.001734252454839194,0.0004166081316094153,5.813136720131377e-05,0.0
