Filename,0,1,2,3,4,5,6,7,8,9,Cluster
lbp_P100_L_CM_CC.jpg,0.6207746204213106,0.1758519585755647,0.1134858836646951,0.0571214881228233,0.0228320768655449,0.0073093847360958,0.0021290361064334,0.0004267249092636,6.882659826832279e-05,0.0,3
lbp_P100_L_CM_MLO.jpg,0.6200999777315345,0.1768116164602354,0.1125978084758387,0.0571147747429528,0.0235585007947538,0.0074292208340692,0.0020003225088114,0.000341705764461,4.223329673114283e-05,3.839390611922076e-06,0
lbp_P100_R_CM_CC.jpg,0.6201571293035104,0.1778199446343397,0.1127328022042291,0.0567757950690771,0.0228903214067556,0.0073073573944348,0.0018942593868188,0.0003574074314752,5.523569395526559e-05,9.747475403870398e-06,0
lbp_P100_R_CM_MLO.jpg,0.6197633804177523,0.1778058197911541,0.1131414736346373,0.0561813016794012,0.0231336547431086,0.0075049283167647,0.0019411379355107,0.0004709448179466,5.1320909648029126e-05,6.037754076238721e-06,0
lbp_P101_L_CM_CC.jpg,0.619590140909477,0.1769893582968048,0.1128941643747917,0.057069318055619,0.023112551199723,0.0078718553407762,0.0020577879106593,0.0003266330016919,8.165825042298974e-05,6.532660033839179e-06,1
lbp_P101_L_CM_MLO.jpg,0.6207223368396184,0.1760981063863103,0.1130811262235139,0.0569402741110894,0.0230678574666289,0.007593135409999,0.0019889399554411,0.0004422918961685,5.494309269174453e-05,1.0988618538348906e-05,2
lbp_P101_R_CM_CC.jpg,0.6207706424077805,0.1770507719331721,0.113194417163798,0.0564400720583201,0.0223835365819438,0.0076660175431704,0.001950176497988,0.0004826336081351,5.892619634208621e-05,2.806009349623153e-06,0
lbp_P101_R_CM_MLO.jpg,0.6195145663189345,0.1769183588809117,0.1139448294466911,0.057214189913139,0.0227523178605695,0.0071947206478557,0.0019621965403242,0.0004122903236479,7.126005593914391e-05,1.527001198695941e-05,2
lbp_P102_L_CM_CC.jpg,0.6229466718567536,0.1748929544569871,0.1124562086414947,0.0568022576878162,0.022859089139743,0.0074542623588945,0.0020533281432463,0.000467107824056,6.811989100817439e-05,0.0,3
lbp_P102_L_CM_MLO.jpg,0.6189634208371886,0.1774895969074112,0.1129250250691521,0.0572012653260927,0.0234560066657301,0.0077556932407752,0.0017342524548391,0.0004166081316094,5.813136720131377e-05,0.0,3
lbp_P102_R_CM_CC.jpg,0.6200757015076864,0.1757205387917362,0.1140174663255164,0.0567549850923008,0.0233730167121298,0.0075771993261579,0.0020158874486336,0.0003876706631987,7.753413263975528e-05,0.0,3
lbp_P102_R_CM_MLO.jpg,0.6204050374404356,0.1764912355343771,0.1126723110959836,0.0573625765827093,0.0231024506466984,0.0074774506466984,0.0019996596324029,0.0003935500340367,8.509189925119128e-05,1.063648740639891e-05,1
lbp_P103_L_CM_CC.jpg,0.6197047210827917,0.1770874621683489,0.1130156242798543,0.0569725461277288,0.0230077890952666,0.0076569725461277,0.0020678742068795,0.0004132675792352,6.759767095297353e-05,6.145242813906685e-06,3
lbp_P103_L_CM_MLO.jpg,0.619525541550647,0.1769302331591154,0.1131538824319871,0.0576130424389645,0.0229266669681562,0.0073972620439701,0.001949453119448,0.0004247772745773,6.460490868096158e-05,1.4536104453216356e-05,2
lbp_P103_R_CM_CC.jpg,0.6204837980305209,0.176643988633986,0.1132028671512746,0.0566849575799299,0.0230104413442133,0.0074192938762562,0.0020619461261735,0.0003982154548092,8.436768110366426e-05,1.012412173243971e-05,1
