0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,doc_id
-0.07557081,0.10285653,0.06657541,0.07716257,0.041611157,-0.011974836,0.119166456,0.1355704,-0.18343757,-0.0951834,0.06275503,-0.09080061,0.010140699,0.0025709185,0.10236887,-0.029115066,0.103813,0.010658572,-0.088931076,-0.26543146,0.02971664,0.03487281,0.22956316,-0.07733186,-0.04239054,0.09660377,-0.061703045,-0.028799603,-0.06832799,0.03488372,0.11095714,-0.10416829,0.021078827,-0.03391033,-0.035008673,0.054408807,-0.05828045,0.08378524,-0.035070527,-0.11582059,0.10143626,-0.015065288,-0.11695656,0.09978928,0.011943151,-0.047494303,-0.102646515,-0.028619425,0.01316074,0.02791633,-0.005811248,-0.09088151,-0.035120938,-0.07161333,-0.044274073,-0.06435638,-0.016459236,-0.11388913,0.011750435,-0.106333345,-0.07689732,-0.032339156,0.14988396,-0.0195188,-0.1296039,0.17207189,0.017299976,0.13074607,-0.14947715,-0.046590243,0.021532811,0.21324213,0.011728346,0.06966099,0.027812622,0.01929739,0.094590455,0.013096009,-0.020397244,-0.08394021,-0.07081121,-0.07047524,0.083239704,0.04429786,-0.002059068,-0.10009771,0.07141717,-0.03942938,-0.05785432,-0.0033883364,0.04085342,0.040324748,0.06699305,0.016256899,0.13925825,0.07904241,0.095771395,0.017195283,0.058490083,0.023033137,1
-0.07283363,0.101461686,0.06610792,0.08162473,0.04030101,-0.014186156,0.12090432,0.13883935,-0.18804905,-0.09406245,0.06157909,-0.09079443,0.008633371,0.008816749,0.10109381,-0.032937393,0.104021326,0.012044596,-0.08850249,-0.26363236,0.02888442,0.029640146,0.22958519,-0.07971573,-0.038594376,0.091532625,-0.06390415,-0.023927135,-0.06734952,0.034294322,0.111179225,-0.10400659,0.019992009,-0.037054222,-0.034761947,0.054516487,-0.056811236,0.08221122,-0.0328903,-0.118709914,0.09575619,-0.018376986,-0.1181233,0.099076375,0.008987736,-0.045292966,-0.10344485,-0.02777076,0.014241112,0.029202105,-0.008113458,-0.095880724,-0.037180476,-0.068326615,-0.044968303,-0.06235029,-0.014520963,-0.11618164,0.009864256,-0.10410804,-0.07664699,-0.03358268,0.15090692,-0.020436224,-0.12923084,0.17397305,0.01968738,0.13276874,-0.14892748,-0.04407662,0.023347791,0.21423493,0.012623011,0.06746593,0.030834548,0.018318748,0.09030212,0.015916679,-0.02059317,-0.0864615,-0.07114584,-0.069291346,0.081224374,0.044287156,-0.0008099654,-0.10182233,0.06891883,-0.042934146,-0.05446605,-0.002632852,0.044015396,0.03916423,0.0674143,0.015586798,0.14142619,0.08366575,0.095577896,0.013055905,0.05661226,0.02358961,2
-0.07360017,0.10229002,0.06542238,0.08240296,0.039153915,-0.015198924,0.12131902,0.13939433,-0.18842456,-0.094096415,0.061417256,-0.09113413,0.0064752507,0.009307177,0.09940758,-0.032832276,0.10436931,0.0128416335,-0.09037164,-0.2646703,0.027337447,0.031001624,0.2301898,-0.07850248,-0.03941398,0.090202816,-0.064624056,-0.023151642,-0.0689772,0.03413958,0.111619666,-0.10429861,0.01974974,-0.036395513,-0.035223622,0.053236056,-0.05556119,0.08258142,-0.03238908,-0.117747076,0.09480145,-0.018508988,-0.120400734,0.09827706,0.008753251,-0.044648856,-0.10373864,-0.02680876,0.015295612,0.030122511,-0.008541137,-0.09694611,-0.036044735,-0.06760755,-0.0448341,-0.061738815,-0.013510363,-0.11697259,0.009389982,-0.103049405,-0.07631232,-0.033591077,0.1504019,-0.021999307,-0.12912293,0.17382301,0.018507283,0.13141549,-0.14812617,-0.04352307,0.023267763,0.21413767,0.012010442,0.06550823,0.030269267,0.019572552,0.08953824,0.015204166,-0.020537827,-0.08800682,-0.070862696,-0.06850139,0.080845006,0.044565324,-0.0011360896,-0.101882115,0.06780477,-0.041930202,-0.052645,-0.0012028014,0.044059053,0.03981292,0.06719045,0.015293408,0.14291123,0.08324649,0.09747668,0.011752983,0.05578217,0.023438677,3
-0.07649819,0.103081435,0.066358864,0.07740168,0.024547733,-0.014951495,0.122129485,0.13982376,-0.19402936,-0.09197198,0.058701135,-0.083034255,0.00694503,0.00754824,0.093029395,-0.03318622,0.109028816,0.010713936,-0.095427684,-0.27294582,0.021158231,0.02773698,0.23572811,-0.07779219,-0.045521587,0.087704025,-0.06467431,-0.026127508,-0.064258695,0.036451913,0.11642304,-0.09843141,0.022420768,-0.030128948,-0.03474792,0.0570839,-0.05339934,0.067989685,-0.038343847,-0.11767559,0.09328448,-0.0138002215,-0.10902079,0.08811291,0.010574554,-0.0427237,-0.096365005,-0.028722195,0.00932535,0.027928613,-0.010653215,-0.09378931,-0.03990912,-0.058483288,-0.049277037,-0.0685594,-0.012763615,-0.11596858,0.010684863,-0.106539235,-0.06794704,-0.038888816,0.15209389,-0.021692904,-0.13020095,0.17182314,0.016346708,0.12969387,-0.15605508,-0.042485755,0.018856285,0.21843748,0.013153822,0.07046815,0.031161034,0.020130215,0.08770961,0.018909613,-0.022506736,-0.08251983,-0.06260424,-0.0704494,0.075949244,0.052170128,-0.0055243275,-0.10708944,0.06528589,-0.039877802,-0.052504003,0.0027545386,0.043000914,0.040757366,0.059693128,0.0105063785,0.14307363,0.08068479,0.098423205,0.0079858275,0.06382756,0.02421249,4
-0.075518526,0.10312097,0.066739455,0.07758053,0.029878912,-0.014137118,0.12529165,0.14182131,-0.19509862,-0.09271609,0.056199554,-0.08567303,0.008429527,0.009463623,0.09353536,-0.037038743,0.10793363,0.013175339,-0.0947275,-0.2727749,0.02042679,0.028191026,0.23308617,-0.07648906,-0.044045303,0.08795602,-0.06773873,-0.022415552,-0.06623675,0.03956268,0.11364906,-0.101334095,0.020424437,-0.032743443,-0.034828465,0.057042304,-0.054708805,0.070223175,-0.035630133,-0.11634443,0.09344175,-0.015800446,-0.11411776,0.09072642,0.008354301,-0.043268256,-0.09601056,-0.02793057,0.0092378715,0.02807015,-0.007649341,-0.09476999,-0.038627174,-0.060863145,-0.047050893,-0.06769709,-0.012530578,-0.11745275,0.010770368,-0.10533319,-0.07335006,-0.04230794,0.15124184,-0.022232603,-0.12937517,0.17219804,0.018168362,0.12987791,-0.15506661,-0.04088795,0.018516764,0.21668471,0.014075292,0.068185516,0.028640535,0.020930674,0.086716734,0.017236477,-0.021513268,-0.08093646,-0.06569212,-0.064948246,0.07947733,0.04705286,-0.0044868714,-0.10373193,0.06587869,-0.041010316,-0.050423454,0.0022073684,0.0454012,0.039040953,0.059961814,0.009526877,0.14104952,0.079941176,0.09823621,0.010215474,0.06261666,0.025764048,5
-0.0744269,0.101175375,0.06759933,0.0773602,0.03386016,-0.015763517,0.122966655,0.14146954,-0.19068402,-0.09482571,0.059297033,-0.08721681,0.009029683,0.005500212,0.09754776,-0.032754753,0.105246015,0.009250066,-0.08961826,-0.26704082,0.024991598,0.031302467,0.23039645,-0.07998249,-0.042524718,0.0896177,-0.06560881,-0.024298696,-0.06476847,0.03567367,0.11256316,-0.10252809,0.020158239,-0.032001823,-0.036739018,0.057652663,-0.05464315,0.0774728,-0.03520444,-0.117977045,0.095738135,-0.01457543,-0.11444597,0.09328806,0.009337778,-0.046121277,-0.10032907,-0.026619306,0.01109504,0.029222187,-0.0077754217,-0.09146388,-0.037943386,-0.0647373,-0.04473775,-0.06552507,-0.014060392,-0.11545437,0.0126314545,-0.10528767,-0.07669131,-0.03682513,0.1543595,-0.019697746,-0.13028291,0.17292185,0.017679041,0.13103467,-0.15282674,-0.044736158,0.021955162,0.21561559,0.013604935,0.067805864,0.030352227,0.018710274,0.09050112,0.014358036,-0.022228813,-0.082582764,-0.06669888,-0.0671083,0.08192829,0.04776655,-0.0015229634,-0.10182416,0.066561446,-0.040167246,-0.051865283,0.0019056072,0.0430948,0.038613357,0.06377243,0.012478933,0.14009447,0.08167155,0.09452565,0.01342585,0.06322046,0.024193387,6
-0.07313107,0.103299476,0.06617825,0.082229614,0.03771887,-0.014890096,0.121636465,0.13970149,-0.18838832,-0.0935447,0.06169009,-0.089792356,0.006415371,0.008121636,0.098131634,-0.032622244,0.10493566,0.013224289,-0.09074523,-0.26542714,0.026493052,0.031215219,0.23007132,-0.07909447,-0.039510917,0.0903803,-0.06499051,-0.02354665,-0.06874679,0.034375,0.11167299,-0.104128085,0.020852499,-0.03572843,-0.035874326,0.05338226,-0.055755958,0.08144457,-0.032769553,-0.118017666,0.094709896,-0.017688636,-0.11899344,0.09758384,0.0088457065,-0.044687647,-0.10332827,-0.02749996,0.014207919,0.02993022,-0.009027149,-0.095627494,-0.036652636,-0.06742843,-0.04503899,-0.06359977,-0.013951045,-0.11699336,0.009230269,-0.102684125,-0.07587808,-0.03395939,0.15077989,-0.021369401,-0.12891993,0.17382641,0.018884774,0.1319552,-0.14883505,-0.04465879,0.022698743,0.21416658,0.012193736,0.06577184,0.030848926,0.019870026,0.089899555,0.015140137,-0.020297732,-0.08795469,-0.07028366,-0.06892118,0.08092204,0.045092084,-0.0016916187,-0.10178173,0.069062136,-0.04250791,-0.05302855,-0.0011376016,0.043137588,0.039648592,0.06723969,0.01515542,0.14158048,0.08266896,0.096732944,0.013066523,0.056771874,0.024230363,7
-0.07428537,0.1037864,0.06703984,0.08177447,0.034594785,-0.0142467,0.121132866,0.1405549,-0.19238839,-0.09071239,0.058025513,-0.08783165,0.0060980464,0.009930104,0.09449948,-0.033969834,0.10552185,0.016702076,-0.09389599,-0.27019063,0.024482576,0.029792331,0.23233078,-0.07897908,-0.04004006,0.08847369,-0.06823388,-0.022927629,-0.06935742,0.03638329,0.11279991,-0.102305524,0.023218054,-0.031094791,-0.03377585,0.05345137,-0.056154605,0.07847997,-0.034006167,-0.11720496,0.092927136,-0.017668841,-0.1183018,0.09455322,0.005859184,-0.044404514,-0.09957938,-0.02813104,0.01156007,0.029904373,-0.009159131,-0.09628233,-0.03647034,-0.06249226,-0.045017574,-0.0662025,-0.014582825,-0.11780283,0.008030509,-0.10214448,-0.0754304,-0.036050048,0.15053387,-0.022398965,-0.13217779,0.174132,0.019365719,0.13134266,-0.14939943,-0.043064803,0.02000103,0.21473706,0.011508259,0.06824911,0.031655937,0.021627743,0.08735787,0.013524192,-0.021295937,-0.086874254,-0.069028705,-0.06488148,0.07959207,0.04664933,-0.0055846525,-0.10056651,0.068618916,-0.043643206,-0.051836126,0.00092861307,0.04415976,0.039763544,0.06588968,0.012352651,0.13942175,0.08236976,0.0988692,0.0118700955,0.055166643,0.026722979,8
-0.07077438,0.098523326,0.06718591,0.075281866,0.038125984,-0.015300171,0.12176628,0.13784072,-0.1886897,-0.09439211,0.06337636,-0.087382,0.0108947195,0.0027158489,0.09913604,-0.028867532,0.10526408,0.0059711533,-0.0835348,-0.26587734,0.029788021,0.029766612,0.23205656,-0.083083436,-0.042813264,0.092718415,-0.06538697,-0.025250295,-0.06260622,0.033360522,0.11320598,-0.09987956,0.020940429,-0.029166725,-0.035632614,0.05626342,-0.056893513,0.07847101,-0.037650626,-0.11615454,0.10070019,-0.013288554,-0.111483835,0.09235916,0.009626298,-0.043403674,-0.099489264,-0.026480742,0.008354646,0.029585062,-0.0065695797,-0.08769526,-0.03778832,-0.06435841,-0.045509562,-0.07094969,-0.01798049,-0.114974976,0.012389664,-0.10955155,-0.079203665,-0.036270175,0.15556447,-0.017049793,-0.13351266,0.1733656,0.016236175,0.13166265,-0.15385889,-0.048226766,0.020763747,0.21901739,0.013605245,0.072198436,0.02952473,0.014688804,0.09415926,0.013692525,-0.0199144,-0.079709455,-0.06668048,-0.06853117,0.083370216,0.045932993,-0.0010871429,-0.10482379,0.06880784,-0.040911056,-0.056198,-0.002727343,0.042012863,0.037729643,0.063209444,0.016685842,0.13826257,0.080832556,0.092976764,0.01699611,0.06393461,0.02489562,9
-0.07280642,0.10105611,0.06633663,0.07963479,0.038039878,-0.016599255,0.12311282,0.14220908,-0.19057898,-0.09241831,0.059210278,-0.08952937,0.0062611117,0.008225727,0.09574712,-0.033934522,0.10294998,0.012390202,-0.08856158,-0.26651812,0.027883971,0.030560657,0.23110381,-0.07884708,-0.039211437,0.08738902,-0.06636335,-0.02281626,-0.067383654,0.03405623,0.110606,-0.10170214,0.020341367,-0.03259893,-0.034624632,0.05211285,-0.055325173,0.07983899,-0.032727946,-0.118826926,0.09214454,-0.01735559,-0.11931075,0.09329582,0.0057098065,-0.044134583,-0.10056739,-0.02422661,0.012068723,0.031535506,-0.0074606384,-0.09336442,-0.03686313,-0.06324844,-0.043216944,-0.06636199,-0.013921009,-0.11976185,0.0073329387,-0.10465494,-0.07839242,-0.035272773,0.15097085,-0.021940771,-0.1328574,0.17535312,0.0191695,0.13138124,-0.15095711,-0.042656176,0.023533326,0.2174107,0.012479248,0.065803386,0.030423667,0.019796938,0.09165515,0.0131888995,-0.021518726,-0.083942674,-0.067756146,-0.06499761,0.082421914,0.04566547,-0.0025959355,-0.10160392,0.06710446,-0.041491922,-0.051506765,0.0019719307,0.04825577,0.03884289,0.06765429,0.013237411,0.14280531,0.08356357,0.09700039,0.010776028,0.058016155,0.02518948,10
