Filename,contrast_0deg,contrast_57deg,contrast_114deg,contrast_171deg,correlation_0deg,correlation_57deg,correlation_114deg,correlation_171deg,energy_0deg,energy_57deg,energy_114deg,energy_171deg,homogeneity_0deg,homogeneity_57deg,homogeneity_114deg,homogeneity_171deg
P100_L_CM_CC.jpg,106.08393907003295,139.54127350172962,112.33031320118648,153.86493973097555,0.9562269492482857,0.9424124893075608,0.9536410689086662,0.9365012326489774,0.2797038102682686,0.27851537624024403,0.27936767780705196,0.2783863522151411,0.35383965177688914,0.3435464541850281,0.35197523619340676,0.3421103956285682
P100_L_CM_MLO.jpg,135.3428315978538,170.4615956892922,136.3212951865608,174.00759012126093,0.925442218068949,0.9060537271166342,0.9249097190054257,0.9040994703954102,0.1691327250779066,0.1683775754696396,0.16933791501286066,0.16836906892659143,0.25028112797615193,0.24087695519912639,0.25059765587385374,0.24002563932275697
P100_R_CM_CC.jpg,95.74801540541088,123.13400522370827,96.76916006105523,124.49588916647232,0.9299159822611519,0.9098287095217132,0.9291500346542804,0.9088313778800134,0.24797524928009113,0.24714039014385178,0.2478067712489453,0.24723074866462624,0.32851940085976883,0.31856239951272625,0.32865890365110295,0.3186355731437241
P100_R_CM_MLO.jpg,124.01513975051263,170.65598988100678,125.75332560091879,155.88881835068273,0.9301097282274133,0.9037921133102933,0.9291382841250381,0.9121171274425817,0.1620061245727871,0.16121432320044268,0.16227896293802405,0.16133277658043368,0.2464354212043858,0.23391447673501117,0.24651261940497413,0.23690342988321658
P101_L_CM_CC.jpg,120.83458528004338,158.91305195576675,125.53379486892072,156.32823982808645,0.9654493738826804,0.9545524700747142,0.9640976788342291,0.9552917013562099,0.2531222222192844,0.2524207547073656,0.2529379887006897,0.2524082979366461,0.32519366020930734,0.31561976704038963,0.3241805010102679,0.3160600173647054
P101_L_CM_MLO.jpg,157.58169599270155,193.34127046657093,159.98247867530426,202.16022190757192,0.9571217985260196,0.9473780374798604,0.9564684444403545,0.9449777789128625,0.16550664815170954,0.16497351728386356,0.1656608348651143,0.16483740964116295,0.24141904125178165,0.23376929562391843,0.24149645236393644,0.2322972126124591
P101_R_CM_CC.jpg,113.42510306427259,141.91456497011814,113.73066189343595,144.92200813187625,0.9717903859043279,0.9646962369665422,0.9717074877228024,0.9639480821824093,0.19201415893325277,0.1912662118365864,0.19192581365367037,0.1913163583462707,0.2747319961074549,0.2653999230377711,0.2749358704194868,0.2650429722146324
P101_R_CM_MLO.jpg,143.34625768443885,178.17256538331478,145.18773168383478,182.71041829738652,0.9573617965573631,0.946996824612662,0.9568110070540038,0.9456468849294508,0.20124852502218132,0.20058046634100002,0.2012748944413629,0.20062277045242705,0.27554916574350596,0.26743968586006167,0.2756666336268437,0.2666499149289454
P102_L_CM_CC.jpg,134.58676508829237,167.93204898075928,134.70401849464275,168.18272475812722,0.940324039360161,0.9255082395392842,0.940293250444267,0.9253970159139364,0.26104792705963714,0.26015485467184235,0.26122729244354725,0.2601189773378634,0.3285515046906804,0.3209271794335917,0.32883476427382197,0.32124030051785246
P102_L_CM_MLO.jpg,123.752494020203,155.42880433322998,124.94306941090097,155.43925939692784,0.937057447681263,0.9209296193426604,0.93644616120669,0.9209242834933413,0.2590911930910153,0.25863386718943626,0.2593936011138794,0.25859225798693936,0.32997937330610444,0.3229914116136548,0.3306122815996344,0.3220965973202192
P102_R_CM_CC.jpg,160.61618004937282,196.81442090693284,164.54924590506576,203.12648382068693,0.9304264863621773,0.914722951541025,0.9287126252166799,0.9119879834756791,0.27958732048988477,0.2787610560027627,0.27955107578608174,0.27876972939633204,0.3405084244612213,0.333973777881098,0.34019931048391,0.3338084907270424
P102_R_CM_MLO.jpg,119.67957774108874,150.79482766249154,123.30922616210856,155.62864912133756,0.943726402667596,0.9290911155386744,0.9420118187948933,0.926818064434715,0.2880953198394959,0.28732597946455574,0.28823832813414524,0.2872722227421277,0.35701643403288275,0.3490757434611688,0.3572567140304062,0.34889758239678625
P103_L_CM_CC.jpg,148.48594931982208,180.0558560695826,145.86327342738886,182.63352008320734,0.8876970052650405,0.8637071190594484,0.8896340817288233,0.8617559635195636,0.14491533134218826,0.14414196469239096,0.14467335851882826,0.14412063111419887,0.2237907692920081,0.2158365066885218,0.22448537899334245,0.21525315840359568
P103_L_CM_MLO.jpg,119.72070453488598,147.5494171408584,118.5081377197337,151.65293051958014,0.9155999473309816,0.8959320740468858,0.916424406760695,0.8930378465362004,0.20115406849614975,0.2006629777668622,0.20094640123616062,0.2005341729591238,0.2802871777715708,0.2718880123689421,0.2802693387434662,0.27073322449767645
P103_R_CM_CC.jpg,123.51622381388482,158.52656440058792,124.1801044507414,157.89716580268774,0.9277378675999054,0.9072104769799486,0.9273290754351152,0.907578879562261,0.19428799827768323,0.19348465742611914,0.193973025908748,0.19352844113360262,0.2731744567255685,0.26330306929872954,0.2723338496469715,0.26345772589136845
P103_R_CM_MLO.jpg,104.87808440586522,141.1647624356429,108.06553850849954,134.29837148388742,0.9457759714448744,0.9269939981435151,0.9441183448592383,0.9305450718591177,0.25728591821746205,0.25650709982028497,0.257218277941217,0.25663331806083906,0.3333435710658703,0.32245820714738943,0.332249128955836,0.32403363717562367
P104_L_CM_MLO.jpg,134.2914542518029,169.6383053776769,136.94077232349258,171.92270829489797,0.959192115940987,0.9484308896958268,0.9583672281446626,0.9477364264031698,0.2502757679427216,0.24946085211638058,0.25070194866388024,0.24937969153311906,0.3243394238676059,0.31607306654815515,0.325043885290022,0.31553356602421895
P104_R_CM_CC.jpg,91.98456218382293,117.33718295286923,93.0371404927425,120.00301178897884,0.946788782980931,0.9320958285167434,0.9461718197604746,0.9305530955638909,0.27024961297549577,0.2696361079521046,0.2703722194644845,0.26960598450107864,0.34824732341750114,0.33913812538758364,0.3481749873711937,0.33850187772246293
P105_L_CM_CC.jpg,115.66135322486222,147.33021383656788,115.42169507707848,146.48707299351526,0.9318465047465146,0.9131441433038764,0.9319879924766786,0.913641311579142,0.217063881123615,0.21651022566206557,0.21693249991671726,0.21647940733730456,0.2944685710191504,0.2852924414531531,0.2944015168327172,0.2855680606812741
P105_L_CM_MLO.jpg,170.03151207099498,210.02302638108944,171.4168092583696,214.39026929786652,0.9538845613342212,0.9429920814211724,0.953487465559658,0.9418066596554551,0.15936874821507185,0.15885602907979485,0.15944831627085151,0.15875203128487964,0.23395152989114865,0.22640719171573234,0.23413514395323687,0.22562136394440985
P105_R_CM_CC.jpg,204.45043927225285,250.75405085437973,208.57164506848943,254.43822957101764,0.8905356886339507,0.865708686657719,0.8883835022712315,0.8637356250191984,0.24412364976401948,0.2434053902985315,0.2439023915454037,0.24338017180839794,0.30297982645977944,0.29657015975591106,0.3025306658497292,0.2962457152452392
P105_R_CM_MLO.jpg,268.7626264968717,327.0423184522759,271.08351704282074,329.6041727836249,0.9442390306647404,0.9321418791882284,0.9437545929722554,0.9316103082927651,0.13453115174725305,0.13385681039253328,0.13457726322324517,0.1338896214078616,0.19862839416341457,0.1916606337795023,0.19832748610849132,0.1914572196296192
P106_L_CM_MLO.jpg,91.67419359803925,119.67226793729301,90.34534939921298,121.00842048961098,0.9665946907645618,0.9563850976716181,0.9670746804588124,0.9558981408753064,0.24662576670524938,0.24616563132281719,0.24676765745615117,0.24606110946033413,0.3297682947863283,0.31943449780747546,0.33006609992572566,0.31854776031698107
P106_R_CM_CC.jpg,114.75539129066563,145.01502296091957,113.53492223217174,150.9483591894542,0.9345074665249238,0.9171849179655138,0.9351798019235088,0.9137965122922631,0.17902080202716064,0.17820893901838408,0.17881041123635225,0.17824325862437432,0.262741625714035,0.25274303817453164,0.2628167824161232,0.2518384695578123
P107_L_CM_CC.jpg,83.70835015206826,109.04510971445978,84.68566250937316,111.35417719165967,0.9615974122622923,0.9499523809113157,0.9611660803364582,0.9488930420491082,0.32499394617591365,0.3243698548141705,0.3249773701210391,0.3243617124242426,0.39913915888067497,0.38998008089386416,0.39933115925732043,0.3900032995012259
P107_R_CM_CC.jpg,91.89600076795483,122.7686312743717,91.30680052989469,121.40476374394967,0.9617283525804015,0.9488602597481791,0.9620588530719257,0.9494283160314575,0.2941035241089786,0.29341907114714066,0.29409687120414857,0.2933995446332053,0.3695671308171515,0.35916709814613473,0.3704986105401949,0.35995014743527903
P107_R_CM_MLO.jpg,112.68408232400225,164.17872770679344,120.2787624027169,152.0952562866427,0.9701789177792177,0.9565480459692339,0.9681653567735656,0.9597460533136649,0.19378515396223295,0.19266144061993162,0.1939830122319322,0.19272993027829655,0.27846774687920806,0.26450492620237154,0.2771329113874766,0.2663813123643087
P108_L_CM_CC.jpg,122.42991903373792,162.45905560702238,127.08211095042748,160.4022234994933,0.9425858161681322,0.9237842585395225,0.940391824910256,0.9247492206448443,0.24100129300377998,0.24033636892840088,0.24080596419197636,0.2402638427395727,0.31399013159807215,0.3049883387365361,0.3129937541518978,0.30445093612754864
P108_R_CM_CC.jpg,114.05153905235404,144.1915716128127,115.79979282149831,151.39618262760533,0.9322045243389236,0.9142483744805012,0.9311458849991138,0.9099637735731697,0.243872940293385,0.2431274684338559,0.24366147084293302,0.24312753153204497,0.31881846591691687,0.30997426440085896,0.3184296405293539,0.3094662576228775
P109_L_CM_CC.jpg,112.7887413401945,137.60221986558074,110.52489421878204,138.79533532487875,0.9523205549865946,0.9418171424652387,0.9532862376082619,0.9413128921628156,0.31767491266054954,0.31702009423596034,0.3175096501086119,0.3169907714303277,0.3831122468036127,0.37642359437616,0.3838011511501147,0.37569672156378975
P10_L_CM_CC.jpg,177.11261432961018,227.09722699656916,184.39572938346151,224.50737279335212,0.9084916219732384,0.8825869084068498,0.9047288134709139,0.8839266744095121,0.23059000163158508,0.2298480121260101,0.2303355097099264,0.22983343685410113,0.2931094558728357,0.28561017637654906,0.2918230301591335,0.2856895752319527
P10_L_CM_MLO.jpg,158.78418197421908,206.62382619427873,168.97944488328085,217.0519596485771,0.9211920310472468,0.8973790392798942,0.9161293351930796,0.892199844347216,0.18492866172939834,0.18425805809803303,0.1850858726510691,0.18409529478856745,0.25670550431618944,0.24779953153044043,0.25493339682286204,0.24612546678233954
P10_R_CM_CC.jpg,187.79894497534303,236.61591669577783,195.3803948477667,240.7895618036323,0.8865942285628083,0.8570075734069501,0.8820038987109303,0.8544853439219505,0.2164566583622804,0.21560733430257953,0.2165119949126021,0.21566073012977985,0.2786299328665427,0.27136281466177686,0.2775498361533957,0.27105679687401013
P10_R_CM_MLO.jpg,154.84419676324003,206.07766469900758,161.84337267854514,199.00193634398667,0.9281815032869788,0.9043710791636486,0.9249334889293638,0.9076545221690618,0.22736339478174686,0.22650152491255923,0.22762619584721583,0.226618702688727,0.2950794560319814,0.28622129953650155,0.2946218672140301,0.28744286943860803
P110_L_CM_MLO.jpg,8.067233818987669,14.919219904390516,7.6987055134849305,14.516934078286797,0.9940433176545809,0.9889766091033855,0.9943172445521103,0.9892738484445415,0.14690336061954765,0.14514306076829311,0.1470506906536611,0.14504279422514718,0.4824960879116111,0.41722428188570765,0.4818828380859099,0.4093225572318761
P110_R_CM_CC.jpg,6.087412353027241,10.376821556570732,5.677176919018255,11.152664080666584,0.9961372007688877,0.9934132101888524,0.9963972963754465,0.9929207333461364,0.3118320466163638,0.3110314336800032,0.31186581960971715,0.3110033547850826,0.5758784020276745,0.5258988224595794,0.581980089426422,0.524209616492372
P110_R_CM_MLO.jpg,7.837740254056538,13.939926365577255,5.211707343500493,11.004395791569499,0.994881984732379,0.9908945027525886,0.9965986629982074,0.9928119759941131,0.16676673703414516,0.16545648305532973,0.16790462871617712,0.16575365526224933,0.4865543444841756,0.42218032609379136,0.5127846679969453,0.4411265001408507
P111_L_CM_CC.jpg,127.14543210833587,166.30577786074272,131.20191036677107,164.99834651548377,0.9232894261950105,0.899602858084639,0.9208159771001797,0.9003921413675451,0.2087987489115375,0.20805678813577083,0.2086262147362193,0.20803761467359058,0.2842297537655175,0.2742994707336509,0.28272503526262344,0.2746382930351434
P111_L_CM_MLO.jpg,86.71623659645854,111.7054884343002,85.52734744195065,113.24066560972449,0.9469634214104882,0.9316534879318046,0.9476912274688214,0.9307142224127204,0.19098168036178037,0.19038695410821965,0.19106787171836087,0.19023819125865882,0.2846519470965843,0.2734174968260749,0.2855896861564367,0.27274063453086134
P111_R_CM_CC.jpg,102.09341362432387,134.83846069109111,102.76877612319934,133.25786333760564,0.9271491386187014,0.9037244309793937,0.9266495633888855,0.9048529881345232,0.2261280016873183,0.22527345878138258,0.22593454478737895,0.22531441782594805,0.30683961316574687,0.2959790090676257,0.30648036199893647,0.29655313853596443
P111_R_CM_MLO.jpg,101.65003719497952,127.55355789086116,102.70506161288964,132.65073691189065,0.9468134902998127,0.9332299985530613,0.9462394924958256,0.9305622873150574,0.30553921039132054,0.3049030648157839,0.30569303079173066,0.3049768136831281,0.37540751480973095,0.36753253665264535,0.37569357603981934,0.3667924905701227
P112_L_CM_CC.jpg,125.21032373227983,159.69111178165423,127.86729474648459,158.92568488520854,0.9339523530430376,0.9157135943366591,0.9325347473749085,0.9161173757512571,0.24530334109846266,0.24445743632797318,0.2450182513800322,0.24441209034540173,0.3165859923492474,0.30837764316732014,0.3156382486767311,0.30801978721318823
P113_L_CM_CC.jpg,104.42639229404497,136.22482331441785,106.97490585214368,136.67679526470383,0.953673643258378,0.9395366071756146,0.9525482936445413,0.9393358749287665,0.2562984365248656,0.255298662858258,0.25586752523247247,0.2553048008926752,0.3328063473699625,0.3228672290696491,0.3315261800311109,0.32277311093807914
